OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099559,Sample-Routine,Water,,2013-06-13,17:30:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,12.6,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099557,Sample-Routine,Water,,2013-05-30,16:40:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,12.85,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099554,Sample-Routine,Water,,2013-03-26,13:40:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.73,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095282,Sample-Routine,Water,,2013-08-26,13:20:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.77,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098850,Sample-Routine,Water,,2013-01-15,15:20:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3945,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.06,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098856,Sample-Routine,Water,,2013-04-15,13:10:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3945,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.95,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099556,Sample-Routine,Water,,2013-05-28,15:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.63,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095285,Sample-Routine,Water,,2013-10-23,12:00:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.08,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097996,Sample-Routine,Water,,2013-03-26,13:05:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3944,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.87,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095281,Sample-Routine,Water,,2013-08-19,14:05:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.52,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098867,Sample-Routine,Water,,2013-11-12,14:50:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3945,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.04,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095267,Sample-Routine,Water,,2013-01-15,13:25:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.39,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096784,Sample-Routine,Water,,2013-11-12,13:50:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.39,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095280,Sample-Routine,Water,,2013-08-19,13:05:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.44,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097808,Sample-Routine,Water,,2013-09-09,13:40:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4329,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.67,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099568,Sample-Routine,Water,,2013-11-14,15:25:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,11.08,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098862,Sample-Routine,Water,,2013-08-19,15:00:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3945,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.02,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097793,Sample-Routine,Water,,2013-03-04,16:05:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4329,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.32,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095279,Sample-Routine,Water,,2013-07-25,11:55:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.69,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095273,Sample-Routine,Water,,2013-04-15,11:40:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.93,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097802,Sample-Routine,Water,,2013-06-13,16:15:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4329,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,6.95,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095283,Sample-Routine,Water,,2013-09-05,12:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.05,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095287,Sample-Routine,Water,,2013-11-14,13:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,11.2,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096768,Sample-Routine,Water,,2013-03-04,15:10:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.55,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098861,Sample-Routine,Water,,2013-07-25,13:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3945,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.33,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098863,Sample-Routine,Water,,2013-08-26,15:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3945,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.51,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097798,Sample-Routine,Water,,2013-05-28,14:25:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4329,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,6.52,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099563,Sample-Routine,Water,,2013-09-05,15:05:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.3,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097056,Sample-Routine,Water,,2013-01-23,11:00:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4121,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.09,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096767,Sample-Routine,Water,,2013-02-21,14:55:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.04,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095278,Sample-Routine,Water,,2013-06-13,14:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,11.25,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095268,Sample-Routine,Water,,2013-02-21,13:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.76,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099549,Sample-Routine,Water,,2013-01-15,16:00:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.31,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095277,Sample-Routine,Water,,2013-06-03,12:22:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.68,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099551,Sample-Routine,Water,,2013-03-04,17:20:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.42,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096781,Sample-Routine,Water,,2013-09-05,13:15:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.59,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098864,Sample-Routine,Water,,2013-09-05,14:15:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3945,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.69,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097806,Sample-Routine,Water,,2013-09-05,13:40:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4329,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,6.81,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00095284,Sample-Routine,Water,,2013-09-09,12:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.95,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097797,Sample-Routine,Water,,2013-04-15,12:40:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4329,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.92,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099562,Sample-Routine,Water,,2013-08-26,16:18:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.33,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00123486,Sample-Routine,Water,,2011-04-28,08:20:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_4566,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.44,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099493,Sample-Routine,Water,,2011-01-31,17:40:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,11.41,mg/L,,Final,,Actual,,,,,,Result Quality = Excellent / Lab = EPD,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096714,Sample-Routine,Water,,2011-03-08,16:50:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,11.58,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096713,Sample-Routine,Water,,2011-02-23,14:30:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,11.78,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099518,Sample-Routine,Water,,2011-12-13,14:05:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.84,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00123482,Sample-Routine,Water,,2011-03-03,08:50:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_14_4566,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00245412,Field Msr/Obs,Water,,2011-01-20,14:10:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4320,,,,,GA_005,GA EPD,WPMP Macroinvertebrate Assessment SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,12.61,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,https://www.nemi.gov/methods/method_summary/9812/,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096718,Sample-Routine,Water,,2011-03-31,11:50:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.29,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099498,Sample-Routine,Water,,2011-03-21,16:20:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.74,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096913,Sample-Routine,Water,,2011-10-25,14:33:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4335,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.72,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00111401,Sample-Routine,Water,,2011-08-25,12:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_13_4402,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,6.9,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096736,Sample-Routine,Water,,2011-12-20,13:59:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.99,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096726,Sample-Routine,Water,,2011-08-18,13:35:00,EST,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.78,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
